word,phonetic,pos,meaning,examples,memory_methods,derivatives,collocations,extensions,chapter,source_page,source_book,confidence
climate,/ˈklaɪmət/,n.,气候；环境气氛,Los Angeles has a warm and dry climate. 洛杉矶的气候温暖干燥。,"划分：clim | (m)ate 针对第1个元素采用含义联想法：由 clim 可以联想到非常熟悉的单词 climb v.爬， 攀登； 针对第2个元素采用含义联想法：由 mate 可以联想到熟悉单词 classmate n.同 学； 综合考虑两个元素 ——> 想象你和你的同学（mate）正在商量去攀登（clim）世 界第一高峰 - 珠穆朗玛峰，为了保证自己的安全，出发之前你和他对珠穆朗玛峰做 了详尽的调查，资料保存了好几十页，可谓有备而去。 而其中最关键的但是就是了解清楚珠峰的高原""气候""，故 climate 表示你和同学一 climate 起调研珠峰中最重要的部分，即 n.气候； ② 接着可以由""气候""这个含义将 climate 的含义引申为""外界周边环境给人的感受"" 并以此作为含义内核，引申为更为广义的 n.环境气氛",,a mild climate 温和的气候；a climate of unrest 不安的气氛,climatic ad .气候的； 对比辨析：climate，weather climate 指气候，即地区固有的天气状况；而 weather 则指天气，即特定地区较短 时间内的天气变化。,Part1,28,单词突围5200 上册,1.0
climb,/klaɪm/,v.,爬，攀登,A group of friends climbed to the top of the mountain together at noon. 一群朋友中午一起登上了山顶。,"采用字形记忆法：观察 climb 的字形，根据字母的高度变化可以得到下图： mate climb 联系 v.爬，攀登 的含义想象从字母 c 的左下方出发向上""攀爬""，然后经历一系列 的起伏，最终到达目的地 ——> 整个过程生动地刻画出了""爬山""""攀登""的历程， 故 climb v.爬，攀登",,,,Part1,27,单词突围5200 上册,1.0
cling,/klɪŋ/,vi.,（cling，clung，clung）紧紧抓住（或抱住）；黏着，挨着；依附，依 恋；坚持，墨守，忠实于,"While many countries use the smarter EMV cards, the U.S. still clings to its old magstripe technology. 很多国家用的是更加智能的 EMV 智能卡，而 美国仍然坚持使用旧的磁条技术。","针对整个单词采用谐音记忆法：cling 发音类似中文""可黏""，可以黏着，表示""两个 物体粘连在一起""这个核心含义内核 ——> vi.紧紧抓住（或抱住）；黏着，挨着； 依附，依恋；坚持； 通过 n.坚持 的含义进行延伸 ——> 始终坚持一项条例，尽管它已经过时不再适用 于这个时代也依然不改变。对应这种不知变通地坚守，把握 cling 还可以表示 v.墨 守，忠实于",,cling (on) to 紧紧抓住（或抱住）；坚持； arrangement cling,,Part2,1140,单词突围5200 上册,1.0
clone,/laɪ/,n.,谎言；vi.躺，卧，平放；位于；vt.说谎,The newspaper is lying nest to the bed. 报纸在床旁边。,（熟悉单词，无需额外记忆方法）,,lie detector 测谎仪；a white lie 善意的谎言；lie down 躺下；lie in 存在于； clone lie underlie,,Part1,1019,单词突围5200 上册,1.0
close,/kləʊz/,,ad .近的；亲密的；adv.近，靠近；v.关，关闭,I live close to the shop. 我住得离商店很近。,（熟悉单词，无需额外记忆方法）,,close to 接近,,Part3,1284,单词突围5200 上册,1.0
clue,/meɪl/,,ad .男性的；雄性的；n.男人；男性,The male bird is barely distinguishable from the female. 雄鸟和雌鸟几 乎无法辨别。,① 联系 ad .男性的 含义可以由 male 联想到熟悉单词 man n.成年男人，从而将 male 理解为 man 的形容词含义，即 ad .男性的；雄性的；进一步再完成形容词 到名词的延伸，得到 male 同样可以表示 n.男人；男性,,,,Part2,1156,单词突围5200 上册,1.0
cognition,/ˈəʊvə(r)/,prep.,在…之上；超过；adv.超过；从头到尾；ad .完了，结束了,The lamp hung over the table. 那盏灯悬挂在桌子上方。,（熟悉单词，无需额外记忆方法）,,all over 浑身；全部；over and over again 一而再、再而三；over there 在那边；turn over 翻转，移交；take over 接管；go over 查看，复 习；look over 从上面看过去；检查；think over 仔细考虑,,Part3,520,单词突围5200 上册,1.0
cognitive,/ˈkɑːɡnətɪv/,,ad .认知的；认识的,"These processes include things like cognitive dissonance, the consistency bias and misattribution. 这些过程包括认知悔误、习惯性偏向、错 误认定。","划分：cognit | ive 针对第1个元素采用含义联想法：通过 cognit 的字形和发音联想到已经记忆过的单 词 recognize vt.认出；由看到 xxx 的脸认出 xxx 这个场景，把握其表示一种""看见 并认识到…""的核心意向； cognitive 针对第2个元素采用",,cognitive psychology 认知心理学 a cognitive activity 认知活动,cognition n.认知,Part3,87,单词突围5200 上册,1.0
collaborate,/kəˈlæbəreɪt/,v.,合作，协作；通敌,The#boss#would#ask#me#to#collaborate#with#him#in#this#work.#老板愿意 让我与他合作完成这项工作。 labor collaborate,划分：col|#labor#|#ate 针对第1个元素采用,,collaborate#with#和…合作,collaboration#n.合作；collaborative#ad .合作的,Part4,449,单词突围5200 上册,1.0
collaboration,/kəˌlæbəˈreɪʃn/,n.,合作，协作；勾结,He#was#shot#for#collaboration#with#the#enemy.#他因通敌而被枪毙了。,collaborate#为已经记忆过的单词，表示#v.合作，协作；通敌；末尾去掉#-ate#动词 后缀，加上#-ation#名词后缀，得到核心含义相同的名词含义，表示#n.合作，协 作；勾结,,,,Part4,450,单词突围5200 上册,1.0
collaborative,#/kəˈlæbəreɪtɪv/,,ad .合作的，协作的，协力完成的,It's#fine#to#be#collaborative#when#seeking#input.##在寻求输入时，合作是 很好的选择。,collaboration#为已经记忆过的单词，表示#n.合作，协作；末尾去掉#-ion#名词后 缀，加上#-ive#形容词后缀，得到核心含义相同的形容词含义，表示#ad .合作的， 协作的，协力完成的,,,,Part4,450,单词突围5200 上册,1.0
collapse,/kəˈlæps/,n.,/vi.倒塌，瓦解；崩溃；暴跌；突然倒下,The man was collecting building materials when the first floor collapsed underneath him. 那位男子正在收集建筑材料，他脚下的一楼突然坍塌 了。,"划分：collap | se ① 针对第1个元素采用谐音记忆法：collap 在单词里的发音类似中文""垮啦"" ——> 想象房屋垮塌的场景，由此把握 collapse 表示 n./vi.倒塌，垮塌，坍塌； 基于这种""完全破坏""的意向延伸出 n.瓦解；崩溃； ② 由 v.倒塌，坍塌 的含义进行延伸 ——> 高楼垮塌变成平地对应一种由高到低的 下降意向，即表示 n.暴跌；突然倒下",,,,Part3,763,单词突围5200 上册,1.0
colleague,/ˈkɒliːɡ/,n.,同事；同僚； attract colleague,David and I are colleagues. 我和戴维是同事。,划分：col | league 针对第1个元素采用 | 词根分析：col：词缀，表示一起，共同； | 巧记：col 可以理解为熟悉词缀 com 的变形形式，同样表示一起，共同,,,,Part4,107,单词突围5200 上册,1.0
collect,/kəˈlekt/,v.,收集，搜集,I used to collect stamps when I was a kid. 小时候我曾经集过邮。,划分：co | ll | ect 针对第1个元素采用 | 词根分析：lect：词根，除了表示说、讲之外，还可以表示收集； | 巧记：通过熟练掌握 collect 反向记忆，col | lect：其中 col 表示一起，lect 表示 收集 ——> 收集到一起依然为表示 v.收集。,,,,parts.这项实验展示了物体如何分解为其构成要素。,813,单词突围5200 上册,1.0
collection,/kəˈlekʃn/,n.,收集，采集,The collection is housed in a fine building. 这批,collect 为已经记忆过的单词，表示 v.收集，搜集；末尾加上 -ion 表示物的名词后 缀，得到核心含义相关的名词含义：1）表示收集、,,,,parts.这项实验展示了物体如何分解为其构成要素。,813,单词突围5200 上册,1.0
collective,/kəˈlektɪv/,,ad .集体的；集合性的；n.团体，集体,Let's work together to pursue our collective goal. 让我们为了共同的目 标一起努力吧。,"collect 为已经记忆过的单词，表示 v.收集，搜集；由此把握一种""将事物/人汇集 到一起""的核心意向 ——> 汇集/集中在一起的，即表示 ad .集体的；集合性的； 引申为名词表示汇合/集合后形成的团体 n.团体，集体",,,,parts.这项实验展示了物体如何分解为其构成要素。,814,单词突围5200 上册,1.0
collector,/kəˈlektər/,n.,,It'll be difficult to get past the ticket collector without paying. 不付钱 很难瞒过检票员的。,collect 为已经记忆过的单词，表示 v.收集，搜集；末尾加上 -or 表示人的名词后 缀，得到核心含义相同且表示人的名词含义，表示完成收集行为的人，即 n.,,,,parts.这项实验展示了物体如何分解为其构成要素。,814,单词突围5200 上册,1.0
collide,/kəˈlaɪd/,v.,碰撞，互撞；冲突，抵触,"When two ob ects in space collide, the two ob ects break into many smaller pieces.当两个物体在太空中相撞时，这两个物 体会分裂成更小的碎片。",collision 为已经记忆过的单词，表示 n.碰撞；冲突；末尾去掉 -ion 名词后缀，加 上 -de 动词后缀，得到核心含义相同的动词含义，表示 v.碰撞，互撞；冲突，抵 触,,collide with 与...碰撞,collision n.碰撞；冲突 collide redundant,Part2,1269,单词突围5200 上册,1.0
collision,/kəˈlɪʒn/ dazzle collision,n.,碰撞；冲突,"Who was at the helm when the collision occurred? 当碰撞发生时,谁在 掌舵？",划分：co | ll | ision 针对第1个元素采用,,,,Part2,1268,单词突围5200 上册,1.0
colonial,/ˈeskɔːrt/,,ad .殖民地的,Some colleges of the United States date from colonial days. 美国一些 大学的历史可以追溯到殖民地时期。,colony 为已经记忆过的单词，表示 n.殖民地；侨居地，聚居地；末尾去掉 -y 名词 后缀，加上 ial 形容词后缀表示含义相关的形容词含义，即 ad .殖民地的,,,,Part2,1043,单词突围5200 上册,1.0
colonialism,/kə'lonɪəlɪzəm/ colony colonial colonialism,n.,殖民主义，殖民政策,Marx never lost an opportunity to castigate colonialism. 马克思从不放 过任何谴责殖民主义的机会。,colonial 为已经记忆过的单词，表示 ad .殖民地的；末尾加上 -sm 表示…主义的 后缀，得到核心含义相同的名词含义，表示 n.殖民主义，殖民政策,,,,Part2,1043,单词突围5200 上册,1.0
colony,/ˈkɒləni/,n.,殖民地；侨居地，聚居地,Thousands of Indians were killed in North American colonies. 在北美 殖民地，成千上万的印第安人惨遭屠杀。,划分：col | on | y 针对第1个元素采用 | 词根分析：col 作前缀为 com - 一起，全部都 的变形形 式，同样表示一起，全部都； 针对第2个元素采用含义联想法：on 为已经记忆过的单词，表示 prep.在…地方； 联系 n.殖民地；侨居地 再综合考虑 col（一起，全部都）+ on（在…地方）—— > 殖民者和当地本地居民一起（col）生存在同一个地方（on），那么这个混杂有 本地居民和殖民者的地方即为 n.殖民地；侨居地，聚居地。,,,colonial ad .殖民的；colonialism n.殖民主义；colonize v.在（某国 家或地区）建立殖民地,Part2,1043,单词突围5200 上册,1.0
color,/ˈkʌlə(r)/,n.,颜色；vt.给…涂色；着色,Does this color go well with that color？这种颜色与那种颜色相配吗?,color 作名词表示 n.颜色 时为熟悉单词，略；由 n.颜色 进行名词到动词的延伸， 得到含义相关的 vt.给…涂色；着色,,,,Part1,484,单词突围5200 上册,1.0
